Identifiant national BSS|Ancien code national BSS|Code côte chronique|Côte chronique définie pour le point d'eau|Date de la mesure|Profondeur relative/repère de mesure|Côte NGF|Code continuité|Continuité|Code mode obtention|Mode obtention|Code qualification|Qualification de la mesure|Code statut de la mesure|Statut de la mesure|Code nature de la mesure|Nature de la mesure|Profondeur début site de mesure|Profondeur fin site de mesure|X_WGS84|Y_WGS84|Producteur de données|
BSS000MPTZ|01756X0008/S1|2|Profondeur relative|22/03/1996 00:00:00|4.52|200.48|1|Point initial|1|Valeur mesurée|1|Correcte|2|NV1|0|Inconnue|||-0.54408412753185|48.8200433052696|Conseil Départemental de l'Orne (61)|
BSS000MPTZ|01756X0008/S1|2|Profondeur relative|23/03/1996 00:00:00|4.57|200.43|2|Point courant|1|Valeur mesurée|1|Correcte|2|NV1|0|Inconnue|||-0.54408412753185|48.8200433052696|Conseil Départemental de l'Orne (61)|
BSS000MPTZ|01756X0008/S1|2|Profondeur relative|24/03/1996 00:00:00|4.62|200.38|2|Point courant|1|Valeur mesurée|1|Correcte|2|NV1|0|Inconnue|||-0.54408412753185|48.8200433052696|Conseil Départemental de l'Orne (61)|
BSS000MPTZ|01756X0008/S1|2|Profondeur relative|25/03/1996 00:00:00|4.64|200.36|2|Point courant|1|Valeur mesurée|1|Correcte|2|NV1|0|Inconnue|||-0.54408412753185|48.8200433052696|Conseil Départemental de l'Orne (61)|
BSS000MPTZ|01756X0008/S1|2|Profondeur relative|26/03/1996 00:00:00|4.67|200.33|2|Point courant|1|Valeur mesurée|1|Correcte|2|NV1|0|Inconnue|||-0.54408412753185|48.8200433052696|Conseil Départemental de l'Orne (61)|
BSS000MPTZ|01756X0008/S1|2|Profondeur relative|27/03/1996 00:00:00|4.71|200.29|2|Point courant|1|Valeur mesurée|1|Correcte|2|NV1|0|Inconnue|||-0.54408412753185|48.8200433052696|Conseil Départemental de l'Orne (61)|
BSS000MPTZ|01756X0008/S1|2|Profondeur relative|28/03/1996 00:00:00|4.74|200.26|2|Point courant|1|Valeur mesurée|1|Correcte|2|NV1|0|Inconnue|||-0.54408412753185|48.8200433052696|Conseil Départemental de l'Orne (61)|
BSS000MPTZ|01756X0008/S1|2|Profondeur relative|29/03/1996 00:00:00|4.77|200.23|2|Point courant|1|Valeur mesurée|1|Correcte|2|NV1|0|Inconnue|||-0.54408412753185|48.8200433052696|Conseil Départemental de l'Orne (61)|
BSS000MPTZ|01756X0008/S1|2|Profondeur relative|30/03/1996 00:00:00|4.82|200.18|2|Point courant|1|Valeur mesurée|1|Correcte|2|NV1|0|Inconnue|||-0.54408412753185|48.8200433052696|Conseil Départemental de l'Orne (61)|
BSS000MPTZ|01756X0008/S1|2|Profondeur relative|31/03/1996 00:00:00|4.84|200.16|2|Point courant|1|Valeur mesurée|1|Correcte|2|NV1|0|Inconnue|||-0.54408412753185|48.8200433052696|Conseil Départemental de l'Orne (61)|
